Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Total_Interactions,Verified_Engagement_Rate,Posting_Hour,Day,Peak_Time,Platform_Label,Content_Type_Label,Sentiment_Label,Influencer_Tier_Label,Day_of_Week_Label,Cluster,Cluster_Label,High_Engagement
POST_00457,2024-04-12 14:10:00,1,13,Fitness,9526,67,165,12084,855,248709,3.92,14,0,26,1230,1,0,True,False,10613,80.75140681893413,14,Friday,Afternoon,Instagram,Story,Neutral,Macro,Friday,0,High Engagement,1
POST_02969,2024-04-12 20:39:00,5,16,Technology,6088,549,401,301201,2008,53755,13.09,20,0,1,490,0,2,True,True,9046,2.3366456286665716,20,Friday,Evening,YouTube,Video,Negative,Mid-tier,Friday,2,Low Engagement,0
POST_02239,2024-04-12 23:17:00,1,1,Gaming,7940,302,2,4618,512,18967,43.46,23,0,12,1470,2,1,True,False,8756,178.51883932438284,23,Friday,Night,Instagram,Carousel,Positive,Micro,Friday,0,High Engagement,1
POST_03949,2024-04-13 00:53:00,1,13,Travel,1567,243,75,13675,341,324477,0.58,0,2,23,96,2,0,False,False,2226,13.784277879341863,0,Saturday,Night,Instagram,Story,Positive,Macro,Saturday,0,High Engagement,0
POST_01808,2024-04-13 08:41:00,1,1,Entertainment,9181,151,112,22878,367,92545,10.2,8,2,5,1734,2,2,True,False,9811,41.27983215316024,8,Saturday,Morning,Instagram,Carousel,Positive,Mid-tier,Saturday,0,High Engagement,1
POST_01651,2024-04-13 09:55:00,1,13,Gaming,2431,110,188,43154,719,255389,1.07,9,2,23,1302,1,0,True,False,3448,6.323863373036104,9,Saturday,Morning,Instagram,Story,Neutral,Macro,Saturday,0,High Engagement,0
POST_01600,2024-04-13 10:13:00,3,16,Entertainment,37848,1840,1969,221452,2178,122204,34.09,10,2,10,282,2,0,False,True,43835,18.810848400556328,10,Saturday,Morning,TikTok,Video,Positive,Macro,Saturday,1,Moderate Engagement,0
POST_02228,2024-04-13 10:23:00,0,16,Lifestyle,1567,252,738,18130,145,187716,1.36,10,2,0,67,0,0,False,False,2702,14.103695532266961,10,Saturday,Morning,Facebook,Video,Negative,Macro,Saturday,0,High Engagement,0
POST_04497,2024-04-13 13:31:00,0,8,Fashion,1542,101,186,60360,240,65998,2.77,13,2,14,1492,2,2,True,True,2069,3.030152418820411,13,Saturday,Afternoon,Facebook,Post,Positive,Mid-tier,Saturday,0,High Engagement,0
POST_03621,2024-04-13 13:31:00,2,8,Technology,322,68,454,2634,187,81115,1.04,13,2,25,385,2,2,True,False,1031,32.042520880789674,13,Saturday,Afternoon,LinkedIn,Post,Positive,Mid-tier,Saturday,0,High Engagement,1
POST_00700,2024-04-13 16:49:00,0,8,Travel,6017,260,574,53571,497,98714,6.94,16,2,11,776,2,2,True,True,7348,12.788635642418472,16,Saturday,Afternoon,Facebook,Post,Positive,Mid-tier,Saturday,0,High Engagement,0
POST_01790,2024-04-13 21:33:00,0,13,Fitness,7996,213,957,49847,65,135461,6.77,21,2,9,320,2,0,True,True,9231,18.388268100387183,21,Saturday,Night,Facebook,Story,Positive,Macro,Saturday,0,High Engagement,0
POST_01706,2024-04-14 00:32:00,1,1,Sports,4144,367,110,10024,61,6118,75.53,0,3,19,677,0,3,False,False,4682,46.099361532322426,0,Sunday,Night,Instagram,Carousel,Negative,Nano,Sunday,0,High Engagement,1
POST_01368,2024-04-14 03:20:00,5,16,Business,18120,712,926,949244,276,385238,5.13,3,3,14,399,2,0,True,False,20034,2.081445866394731,3,Sunday,Night,YouTube,Video,Positive,Macro,Sunday,2,Low Engagement,0
POST_02718,2024-04-14 06:34:00,5,11,Sports,18276,105,336,654638,3246,335758,5.57,6,3,15,453,0,0,False,True,21963,2.8591374164041805,6,Sunday,Morning,YouTube,Short,Negative,Macro,Sunday,2,Low Engagement,0
POST_03639,2024-04-14 17:02:00,4,10,Travel,2638,148,500,90547,391,433681,0.76,17,3,9,954,2,0,False,False,3677,3.6290545241697685,17,Sunday,Evening,Twitter,Retweet,Positive,Macro,Sunday,0,High Engagement,0
POST_04134,2024-04-14 22:34:00,0,5,Fitness,1290,89,612,61654,296,202012,0.99,22,3,21,90,0,0,True,False,2287,3.2293119667823658,22,Sunday,Night,Facebook,Live,Negative,Macro,Sunday,0,High Engagement,0
POST_00290,2024-04-14 22:49:00,0,5,Entertainment,7660,122,980,54960,135,482156,1.82,22,3,9,366,1,0,True,False,8897,15.942503639010189,22,Sunday,Night,Facebook,Live,Neutral,Macro,Sunday,0,High Engagement,0
POST_01308,2024-04-14 23:53:00,3,4,Fitness,30956,776,1007,174695,1253,304110,10.77,23,3,19,51,1,0,True,True,33992,18.740662297146454,23,Sunday,Night,TikTok,Duet,Neutral,Macro,Sunday,1,Moderate Engagement,0
POST_02907,2024-04-15 01:04:00,5,16,Business,11609,574,599,902321,1024,432151,2.96,1,1,13,50,2,0,True,False,13806,1.416569048043878,1,Monday,Night,YouTube,Video,Positive,Macro,Monday,2,Low Engagement,0
POST_02280,2024-04-15 03:04:00,1,13,Sports,4871,202,8,27009,20,24438,20.79,3,1,15,1979,1,1,False,False,5101,18.812247769262097,3,Monday,Night,Instagram,Story,Neutral,Micro,Monday,0,High Engagement,0
POST_04916,2024-04-15 03:29:00,5,11,Entertainment,12972,460,56,151859,2211,494240,2.73,3,1,10,470,2,0,True,False,15699,8.881923363119736,3,Monday,Night,YouTube,Short,Positive,Macro,Monday,0,High Engagement,0
POST_00647,2024-04-15 04:16:00,0,16,Gaming,5023,30,158,71478,726,462412,1.13,4,1,17,220,2,0,True,False,5937,7.290355074288592,4,Monday,Night,Facebook,Video,Positive,Macro,Monday,0,High Engagement,0
POST_00171,2024-04-15 11:49:00,2,8,Business,427,95,57,17427,235,3107,18.64,11,1,7,1492,0,3,True,False,814,3.322430710965743,11,Monday,Morning,LinkedIn,Post,Negative,Nano,Monday,0,High Engagement,0
POST_01764,2024-04-15 12:32:00,0,16,Entertainment,1690,118,395,24012,194,294790,0.75,12,1,27,88,1,0,True,False,2397,9.174579376978178,12,Monday,Afternoon,Facebook,Video,Neutral,Macro,Monday,0,High Engagement,0
POST_04976,2024-04-15 17:17:00,4,7,Food,3698,73,505,94055,491,368667,1.16,17,1,27,875,1,0,True,False,4767,4.546276115039073,17,Monday,Evening,Twitter,Poll,Neutral,Macro,Monday,0,High Engagement,0
POST_01434,2024-04-15 18:43:00,2,3,Food,1859,137,360,28867,246,461337,0.51,18,1,10,1930,2,0,True,False,2602,8.161568573111165,18,Monday,Evening,LinkedIn,Document,Positive,Macro,Monday,0,High Engagement,0
POST_04534,2024-04-15 22:46:00,4,14,Fashion,1514,247,1857,8160,388,363727,0.99,22,1,8,1427,2,0,True,False,4006,44.338235294117645,22,Monday,Night,Twitter,Thread,Positive,Macro,Monday,0,High Engagement,1
POST_00721,2024-04-15 22:54:00,5,2,Food,18498,249,727,249577,736,108143,18.01,22,1,17,1976,2,0,False,False,20210,7.8028023415619225,22,Monday,Night,YouTube,Community Post,Positive,Macro,Monday,0,High Engagement,0
POST_04741,2024-04-16 02:23:00,2,0,Fashion,1717,38,286,23850,56,382290,0.53,2,5,29,737,1,0,True,False,2097,8.557651991614255,2,Tuesday,Night,LinkedIn,Article,Neutral,Macro,Tuesday,0,High Engagement,0
POST_04866,2024-04-16 02:41:00,0,5,Health,3543,309,784,78334,133,323254,1.43,2,5,7,128,2,0,True,False,4769,5.918247504276559,2,Tuesday,Night,Facebook,Live,Positive,Macro,Tuesday,0,High Engagement,0
POST_02421,2024-04-16 05:50:00,1,13,Lifestyle,7934,405,227,46285,220,390912,2.19,5,5,15,128,1,0,False,False,8786,18.50707572647726,5,Tuesday,Morning,Instagram,Story,Neutral,Macro,Tuesday,0,High Engagement,0
POST_01980,2024-04-16 06:34:00,3,12,Entertainment,6189,1352,4911,490357,778,396720,3.14,6,5,13,585,2,0,True,False,13230,2.539374374180444,6,Tuesday,Morning,TikTok,Stitch,Positive,Macro,Tuesday,1,Moderate Engagement,0
POST_04671,2024-04-16 08:58:00,4,7,Entertainment,3527,98,516,15744,440,277481,1.49,8,5,0,1822,2,0,True,False,4581,26.302083333333332,8,Tuesday,Morning,Twitter,Poll,Positive,Macro,Tuesday,0,High Engagement,0
POST_04041,2024-04-16 21:35:00,3,12,Entertainment,28510,352,4447,131407,1510,386463,8.62,21,5,6,468,2,0,True,False,34819,25.347964720296485,21,Tuesday,Night,TikTok,Stitch,Positive,Macro,Tuesday,1,Moderate Engagement,0
POST_03635,2024-04-16 22:03:00,1,1,Lifestyle,9563,337,250,12744,694,175578,5.78,22,5,11,357,0,0,True,True,10844,79.64532328939109,22,Tuesday,Night,Instagram,Carousel,Negative,Macro,Tuesday,0,High Engagement,1
POST_02997,2024-04-16 23:03:00,1,1,Sports,8018,425,180,44956,550,356918,2.42,23,5,6,348,2,0,True,False,9173,19.18097695524513,23,Tuesday,Night,Instagram,Carousel,Positive,Macro,Tuesday,0,High Engagement,0
POST_04799,2024-04-17 09:24:00,1,1,Technology,5961,375,93,4812,165,28473,22.58,9,6,3,203,0,1,True,False,6594,133.60349127182045,9,Wednesday,Morning,Instagram,Carousel,Negative,Micro,Wednesday,0,High Engagement,1
POST_03255,2024-04-17 12:28:00,4,14,Sports,3929,201,1363,13268,97,449869,1.22,12,6,28,1337,1,0,True,False,5590,41.40036177268616,12,Wednesday,Afternoon,Twitter,Thread,Neutral,Macro,Wednesday,0,High Engagement,1
POST_01793,2024-04-17 16:46:00,0,8,Technology,2702,65,376,70615,284,19476,16.14,16,6,12,1567,0,1,True,False,3427,4.450895702046307,16,Wednesday,Afternoon,Facebook,Post,Negative,Micro,Wednesday,0,High Engagement,0
POST_01876,2024-04-18 01:57:00,0,5,Sports,783,237,692,50674,550,367770,0.47,1,4,11,160,2,0,True,True,2262,3.3784583810237994,1,Thursday,Night,Facebook,Live,Positive,Macro,Thursday,0,High Engagement,0
POST_02955,2024-04-18 03:31:00,5,2,Sports,16307,455,608,673153,1936,460045,3.78,3,4,3,303,2,0,True,False,19306,2.5803940560318384,3,Thursday,Night,YouTube,Community Post,Positive,Macro,Thursday,2,Low Engagement,0
POST_04566,2024-04-18 04:40:00,3,4,Education,12193,1470,320,492450,2751,321866,4.34,4,4,24,176,0,0,True,False,16734,2.83947608894304,4,Thursday,Night,TikTok,Duet,Negative,Macro,Thursday,2,Low Engagement,0
POST_01481,2024-04-18 05:28:00,3,4,Technology,3669,1252,4349,297229,2345,348195,2.66,5,4,15,392,1,0,True,False,11615,3.1188073842054442,5,Thursday,Morning,TikTok,Duet,Neutral,Macro,Thursday,1,Moderate Engagement,0
POST_03508,2024-04-18 10:09:00,0,5,Business,372,208,417,45496,191,380920,0.26,10,4,19,298,1,0,True,False,1188,2.191401441885001,10,Thursday,Morning,Facebook,Live,Neutral,Macro,Thursday,0,High Engagement,0
POST_00868,2024-04-18 10:15:00,1,6,Food,2119,291,106,37512,281,366450,0.69,10,4,19,1814,2,0,True,False,2797,6.707187033482619,10,Thursday,Morning,Instagram,Photo,Positive,Macro,Thursday,0,High Engagement,0
POST_04292,2024-04-18 13:45:00,1,1,Travel,6926,210,99,8782,485,98726,7.33,13,4,13,1184,2,2,True,False,7720,82.38442268276019,13,Thursday,Afternoon,Instagram,Carousel,Positive,Mid-tier,Thursday,0,High Engagement,1
POST_04643,2024-04-18 17:47:00,3,16,Food,48764,266,3826,149836,1497,19931,265.19,17,4,1,187,1,1,True,False,54353,35.275901652473365,17,Thursday,Evening,TikTok,Video,Neutral,Micro,Thursday,1,Moderate Engagement,1
POST_00065,2024-04-18 20:19:00,4,14,Fashion,4540,294,1213,60945,435,133986,4.51,20,4,25,935,2,0,True,False,6482,9.922060874559028,20,Thursday,Evening,Twitter,Thread,Positive,Macro,Thursday,0,High Engagement,0
POST_02418,2024-04-18 20:36:00,1,1,Business,3067,323,133,40611,61,91371,3.86,20,4,28,1137,2,2,True,False,3584,8.674989534855088,20,Thursday,Evening,Instagram,Carousel,Positive,Mid-tier,Thursday,0,High Engagement,0
POST_04708,2024-04-18 21:37:00,1,9,Travel,3504,120,150,37555,754,117013,3.23,21,4,21,269,2,0,True,False,4528,10.049261083743842,21,Thursday,Night,Instagram,Reel,Positive,Macro,Thursday,0,High Engagement,0
POST_01916,2024-04-19 00:24:00,2,8,Travel,1429,71,490,20827,93,458042,0.43,0,0,29,806,1,0,True,False,2083,9.55490469102607,0,Friday,Night,LinkedIn,Post,Neutral,Macro,Friday,0,High Engagement,0
POST_01177,2024-04-19 02:00:00,3,12,Lifestyle,32639,1752,4916,397070,180,221695,17.73,2,0,21,404,0,0,True,False,39487,9.899262094844739,2,Friday,Night,TikTok,Stitch,Negative,Macro,Friday,1,Moderate Engagement,0
POST_02365,2024-04-19 04:31:00,0,13,Lifestyle,2737,294,854,67245,449,185617,2.09,4,0,23,748,1,0,True,True,4334,5.777381217934419,4,Friday,Night,Facebook,Story,Neutral,Macro,Friday,0,High Engagement,0
POST_03237,2024-04-19 05:53:00,1,9,Entertainment,8882,338,293,21586,549,201096,4.73,5,0,13,125,1,0,True,False,10062,44.07023070508663,5,Friday,Morning,Instagram,Reel,Neutral,Macro,Friday,0,High Engagement,1
POST_00972,2024-04-19 10:18:00,5,16,Fitness,3942,161,160,604832,3269,418122,1.02,10,0,0,214,2,0,True,False,7532,0.7048238188455638,10,Friday,Morning,YouTube,Video,Positive,Macro,Friday,2,Low Engagement,0
POST_02751,2024-04-19 10:35:00,4,7,Technology,826,49,31,91638,267,430328,0.21,10,0,12,202,0,0,True,False,1173,0.9886728213186669,10,Friday,Morning,Twitter,Poll,Negative,Macro,Friday,0,High Engagement,0
POST_04319,2024-04-19 12:00:00,4,15,Fashion,4061,266,1410,12179,451,25894,22.16,12,0,19,94,2,1,True,False,6188,47.10567370063223,12,Friday,Afternoon,Twitter,Tweet,Positive,Micro,Friday,0,High Engagement,1
POST_00229,2024-04-19 13:14:00,3,16,Gaming,49194,299,1311,441374,1792,424287,11.97,13,0,7,355,2,0,True,False,52596,11.510419734737432,13,Friday,Afternoon,TikTok,Video,Positive,Macro,Friday,1,Moderate Engagement,0
POST_00151,2024-04-19 23:35:00,5,16,Fashion,14601,108,1760,485405,2397,122941,13.4,23,0,21,217,1,0,False,False,18866,3.3928369093849464,23,Friday,Night,YouTube,Video,Neutral,Macro,Friday,2,Low Engagement,0
POST_04520,2024-04-20 00:08:00,1,13,Travel,5154,301,158,16569,956,203324,2.76,0,2,24,1216,2,0,False,False,6569,33.87651638602209,0,Saturday,Night,Instagram,Story,Positive,Macro,Saturday,0,High Engagement,1
POST_02512,2024-04-20 00:18:00,3,4,Lifestyle,37945,1226,2317,112532,2664,472400,8.78,0,2,14,596,2,0,True,False,44152,36.86773539970853,0,Saturday,Night,TikTok,Duet,Positive,Macro,Saturday,1,Moderate Engagement,1
POST_03902,2024-04-20 03:00:00,4,15,Lifestyle,1856,274,1709,7476,397,467606,0.82,3,2,16,1282,1,0,False,True,4236,51.350989834135895,3,Saturday,Night,Twitter,Tweet,Neutral,Macro,Saturday,0,High Engagement,1
POST_01710,2024-04-20 15:04:00,2,3,Education,1013,17,423,19196,216,140857,1.03,15,2,0,101,2,0,True,False,1669,7.569285267764117,15,Saturday,Afternoon,LinkedIn,Document,Positive,Macro,Saturday,0,High Engagement,0
POST_00560,2024-04-20 15:45:00,0,13,Business,1515,58,234,40763,590,46816,3.86,15,2,3,1991,2,1,True,True,2397,4.432941638250374,15,Saturday,Afternoon,Facebook,Story,Positive,Micro,Saturday,0,High Engagement,0
POST_00285,2024-04-20 18:01:00,0,16,Business,7986,16,989,29191,643,59204,15.19,18,2,7,254,2,2,True,False,9634,30.800589222705625,18,Saturday,Evening,Facebook,Video,Positive,Mid-tier,Saturday,0,High Engagement,1
POST_04956,2024-04-20 19:24:00,2,7,Gaming,1515,89,466,9774,156,83617,2.48,19,2,18,1118,1,2,False,False,2226,21.178637200736645,19,Saturday,Evening,LinkedIn,Poll,Neutral,Mid-tier,Saturday,0,High Engagement,0
POST_01782,2024-04-20 20:53:00,5,2,Travel,11733,428,496,529089,108,220366,5.74,20,2,18,823,1,0,True,True,12765,2.392225126585508,20,Saturday,Evening,YouTube,Community Post,Neutral,Macro,Saturday,2,Low Engagement,0
POST_00512,2024-04-20 21:14:00,4,14,Travel,4150,163,1785,36797,291,104085,5.86,21,2,23,441,2,0,True,False,6389,16.572003152430906,21,Saturday,Night,Twitter,Thread,Positive,Macro,Saturday,0,High Engagement,0
POST_02903,2024-04-21 04:34:00,1,1,Lifestyle,8504,74,150,40649,881,414573,2.11,4,3,18,1307,2,0,True,False,9609,21.47162291815297,4,Sunday,Night,Instagram,Carousel,Positive,Macro,Sunday,0,High Engagement,0
POST_02039,2024-04-21 05:41:00,1,13,Lifestyle,7127,157,240,3761,672,409142,1.84,5,3,8,78,2,0,True,False,8196,200.0531773464504,5,Sunday,Morning,Instagram,Story,Positive,Macro,Sunday,0,High Engagement,1
POST_04038,2024-04-21 10:36:00,3,12,Technology,9028,909,1948,348937,2220,225095,5.28,10,3,1,340,2,0,True,False,14105,3.4060589733963442,10,Sunday,Morning,TikTok,Stitch,Positive,Macro,Sunday,2,Low Engagement,0
POST_02576,2024-04-21 14:29:00,0,5,Fashion,1005,77,666,35651,249,29194,5.99,14,3,18,24,1,1,True,False,1997,4.903088272418725,14,Sunday,Afternoon,Facebook,Live,Neutral,Micro,Sunday,0,High Engagement,0
POST_00554,2024-04-21 14:32:00,0,13,Travel,1158,165,583,49729,565,491940,0.39,14,3,10,1715,2,0,True,False,2471,3.8327736330913553,14,Sunday,Afternoon,Facebook,Story,Positive,Macro,Sunday,0,High Engagement,0
POST_02769,2024-04-21 21:52:00,0,16,Fitness,5155,32,451,43780,392,165850,3.4,21,3,10,248,1,0,False,True,6030,12.878026496116949,21,Sunday,Night,Facebook,Video,Neutral,Macro,Sunday,0,High Engagement,0
POST_04638,2024-04-22 00:48:00,2,0,Lifestyle,1466,115,427,18136,16,119528,1.68,0,1,23,315,2,0,True,False,2024,11.071901191001324,0,Monday,Night,LinkedIn,Article,Positive,Macro,Monday,0,High Engagement,0
POST_04698,2024-04-22 01:58:00,0,16,Fitness,890,209,152,51975,556,203580,0.61,1,1,19,583,1,0,True,False,1807,2.406926406926407,1,Monday,Night,Facebook,Video,Neutral,Macro,Monday,0,High Engagement,0
POST_04661,2024-04-22 07:06:00,0,5,Travel,3733,14,126,64776,258,261407,1.48,7,1,20,343,1,0,True,False,4131,5.979066320859578,7,Monday,Morning,Facebook,Live,Neutral,Macro,Monday,0,High Engagement,0
POST_04548,2024-04-22 08:23:00,0,5,Food,2117,155,110,73032,683,295435,0.81,8,1,16,150,2,0,True,True,3065,3.261583963194216,8,Monday,Morning,Facebook,Live,Positive,Macro,Monday,0,High Engagement,0
POST_03005,2024-04-22 10:14:00,0,5,Fashion,3331,25,992,40387,288,187937,2.31,10,1,10,202,1,0,True,False,4636,10.76584049322802,10,Monday,Morning,Facebook,Live,Neutral,Macro,Monday,0,High Engagement,0
POST_03242,2024-04-22 16:08:00,4,10,Technology,3341,194,794,13170,242,14739,29.37,16,1,23,1817,0,1,True,False,4571,32.87015945330296,16,Monday,Afternoon,Twitter,Retweet,Negative,Micro,Monday,0,High Engagement,1
POST_04429,2024-04-22 21:35:00,1,6,Lifestyle,764,280,243,9731,418,290168,0.44,21,1,27,1190,1,0,False,False,1705,13.22577330181893,21,Monday,Night,Instagram,Photo,Neutral,Macro,Monday,0,High Engagement,0
POST_03637,2024-04-23 03:50:00,5,16,Entertainment,4041,459,1924,968713,3013,113161,5.68,3,5,13,254,1,0,True,False,9437,0.6631479086168969,3,Tuesday,Night,YouTube,Video,Neutral,Macro,Tuesday,2,Low Engagement,0
POST_00741,2024-04-23 09:15:00,0,16,Sports,7832,218,294,58588,559,19483,42.83,9,5,20,399,2,1,True,True,8903,14.241824264354474,9,Tuesday,Morning,Facebook,Video,Positive,Micro,Tuesday,0,High Engagement,0
POST_02496,2024-04-23 09:28:00,0,16,Sports,7968,362,9,4637,371,126503,6.59,9,5,19,421,1,0,True,True,8710,179.83610092732368,9,Tuesday,Morning,Facebook,Video,Neutral,Macro,Tuesday,0,High Engagement,1
POST_03018,2024-04-23 14:29:00,4,10,Business,737,83,1608,16014,408,223046,1.09,14,5,26,1045,0,0,True,True,2836,15.161733483202196,14,Tuesday,Afternoon,Twitter,Retweet,Negative,Macro,Tuesday,0,High Engagement,0
POST_00745,2024-04-23 15:38:00,1,6,Education,2110,194,265,36048,113,191055,1.34,15,5,3,1684,2,0,True,False,2682,7.126608965823348,15,Tuesday,Afternoon,Instagram,Photo,Positive,Macro,Tuesday,0,High Engagement,0
POST_01554,2024-04-23 16:55:00,3,12,Education,16624,1341,4559,462199,2523,215182,10.47,16,5,3,93,2,0,True,False,25047,4.873225601959329,16,Tuesday,Afternoon,TikTok,Stitch,Positive,Macro,Tuesday,1,Moderate Engagement,0
POST_03213,2024-04-24 02:01:00,1,9,Education,6682,104,241,45940,721,192554,3.65,2,6,4,339,2,0,True,False,7748,15.296038310840226,2,Wednesday,Night,Instagram,Reel,Positive,Macro,Wednesday,0,High Engagement,0
POST_04308,2024-04-24 02:21:00,0,5,Health,1374,284,142,54402,77,92131,1.95,2,6,26,299,2,2,False,True,1877,3.3087018859600748,2,Wednesday,Night,Facebook,Live,Positive,Mid-tier,Wednesday,0,High Engagement,0
POST_04558,2024-04-24 03:42:00,2,8,Food,554,18,275,1433,293,369031,0.23,3,6,21,1517,0,0,True,False,1140,59.106769016050244,3,Wednesday,Night,LinkedIn,Post,Negative,Macro,Wednesday,0,High Engagement,1
POST_02692,2024-04-24 11:50:00,0,5,Entertainment,3035,342,865,33496,309,256476,1.65,11,6,1,268,1,0,False,False,4551,12.664198710293768,11,Wednesday,Morning,Facebook,Live,Neutral,Macro,Wednesday,0,High Engagement,0
POST_00071,2024-04-24 11:56:00,3,4,Business,10637,1013,3618,238705,2672,131051,11.65,11,6,2,515,1,0,True,True,17940,6.39617938459605,11,Wednesday,Morning,TikTok,Duet,Neutral,Macro,Wednesday,1,Moderate Engagement,0
POST_02842,2024-04-24 19:11:00,3,12,Lifestyle,42598,1920,4069,282091,2692,65626,74.04,19,6,5,450,2,2,True,False,51279,17.223874565299848,19,Wednesday,Evening,TikTok,Stitch,Positive,Mid-tier,Wednesday,1,Moderate Engagement,0
POST_01044,2024-04-25 01:51:00,0,5,Health,7520,86,974,69587,793,416380,2.06,1,4,5,228,2,0,True,False,9373,12.329889203443171,1,Thursday,Night,Facebook,Live,Positive,Macro,Thursday,0,High Engagement,0
POST_02990,2024-04-25 04:43:00,3,16,Entertainment,22258,1277,3110,432047,1683,460438,5.79,4,4,28,82,1,0,True,False,28328,6.167153110656942,4,Thursday,Night,TikTok,Video,Neutral,Macro,Thursday,1,Moderate Engagement,0
POST_01392,2024-04-25 07:31:00,1,6,Fitness,3241,65,27,15462,484,323955,1.03,7,4,8,1071,2,0,True,False,3817,21.556072953046176,7,Thursday,Morning,Instagram,Photo,Positive,Macro,Thursday,0,High Engagement,0
POST_02352,2024-04-25 07:40:00,5,16,Health,16123,504,1895,973512,3686,171649,10.79,7,4,11,232,1,0,True,False,22208,1.9025959618371422,7,Thursday,Morning,YouTube,Video,Neutral,Macro,Thursday,2,Low Engagement,0
POST_00977,2024-04-25 10:10:00,0,16,Business,2803,34,190,28621,573,112738,2.68,10,4,17,334,0,0,True,False,3600,10.576150379092276,10,Thursday,Morning,Facebook,Video,Negative,Macro,Thursday,0,High Engagement,0
POST_03390,2024-04-25 10:34:00,2,3,Fashion,203,140,28,13857,139,384971,0.1,10,4,10,311,2,0,True,False,510,2.67734718914628,10,Thursday,Morning,LinkedIn,Document,Positive,Macro,Thursday,0,High Engagement,0
POST_04482,2024-04-25 10:58:00,0,8,Fitness,6756,264,753,46674,470,222864,3.49,10,4,26,760,2,0,True,False,8243,16.653811543900243,10,Thursday,Morning,Facebook,Post,Positive,Macro,Thursday,0,High Engagement,0
POST_02746,2024-04-25 11:30:00,3,4,Entertainment,17038,1726,2454,325168,2873,313509,6.77,11,4,23,32,1,0,True,False,24091,6.525242336269252,11,Thursday,Morning,TikTok,Duet,Neutral,Macro,Thursday,1,Moderate Engagement,0
POST_04660,2024-04-25 15:10:00,2,8,Technology,236,123,445,15384,100,14582,5.51,15,4,6,1963,1,1,True,False,904,5.226209048361934,15,Thursday,Afternoon,LinkedIn,Post,Neutral,Micro,Thursday,0,High Engagement,0
POST_01303,2024-04-25 18:07:00,1,9,Food,2795,186,144,18329,727,445618,0.7,18,4,8,95,1,0,True,True,3852,17.04948442359103,18,Thursday,Evening,Instagram,Reel,Neutral,Macro,Thursday,0,High Engagement,0
POST_02816,2024-04-25 18:30:00,3,4,Fitness,1097,829,2339,106511,648,162498,2.62,18,4,24,595,1,0,False,True,4913,4.0042812479462215,18,Thursday,Evening,TikTok,Duet,Neutral,Macro,Thursday,0,High Engagement,0
POST_03123,2024-04-25 23:30:00,1,9,Gaming,2309,207,215,29280,977,75950,3.6,23,4,16,348,2,2,True,False,3708,9.327185792349727,23,Thursday,Night,Instagram,Reel,Positive,Mid-tier,Thursday,0,High Engagement,0
POST_03494,2024-04-25 23:55:00,3,12,Technology,46732,212,3507,445959,191,174531,28.91,23,4,11,303,0,0,False,False,50642,11.31292338533363,23,Thursday,Night,TikTok,Stitch,Negative,Macro,Thursday,1,Moderate Engagement,0
POST_01795,2024-04-26 03:31:00,1,13,Food,5482,398,294,33955,897,206319,2.99,3,0,11,512,2,0,True,False,7071,18.18288911795023,3,Friday,Night,Instagram,Story,Positive,Macro,Friday,0,High Engagement,0
POST_03361,2024-04-26 04:12:00,3,4,Health,20522,1060,4042,46104,2684,361187,7.09,4,0,5,590,2,0,False,False,28308,55.57869165365261,4,Friday,Night,TikTok,Duet,Positive,Macro,Friday,1,Moderate Engagement,1
POST_01270,2024-04-26 08:42:00,4,15,Lifestyle,1285,239,1159,10820,499,83046,3.23,8,0,29,692,0,2,True,False,3182,24.79667282809612,8,Friday,Morning,Twitter,Tweet,Negative,Mid-tier,Friday,0,High Engagement,0
POST_01274,2024-04-26 11:22:00,1,9,Health,4810,354,188,14896,806,372402,1.44,11,0,9,307,2,0,True,False,6158,35.92910848549946,11,Friday,Morning,Instagram,Reel,Positive,Macro,Friday,0,High Engagement,1
POST_01968,2024-04-26 12:16:00,4,7,Health,2588,186,811,46702,114,122203,2.93,12,0,24,1981,2,0,True,False,3699,7.676330778125134,12,Friday,Afternoon,Twitter,Poll,Positive,Macro,Friday,0,High Engagement,0
POST_03200,2024-04-26 13:29:00,4,10,Fitness,1040,78,1567,40767,159,201852,1.33,13,0,3,1220,1,0,True,False,2844,6.586209434101112,13,Friday,Afternoon,Twitter,Retweet,Neutral,Macro,Friday,0,High Engagement,0
POST_02087,2024-04-26 15:43:00,1,9,Lifestyle,2579,193,240,46980,855,291190,1.03,15,0,13,195,0,0,True,False,3867,6.411238825031928,15,Friday,Afternoon,Instagram,Reel,Negative,Macro,Friday,0,High Engagement,0
POST_03628,2024-04-26 19:14:00,3,12,Travel,6477,1721,2545,491974,2080,313820,3.42,19,0,20,162,2,0,True,False,12823,2.1836519816087843,19,Friday,Evening,TikTok,Stitch,Positive,Macro,Friday,1,Moderate Engagement,0
POST_03065,2024-04-26 20:30:00,0,16,Food,1411,359,882,28363,436,35000,7.58,20,0,1,351,0,1,True,False,3088,9.350209780347637,20,Friday,Evening,Facebook,Video,Negative,Micro,Friday,0,High Engagement,0
